Codice_Comune,Nome_Comune,Popolazione,Superficie_Kmq,Anno,Totale_Incidenti,Feriti,Morti,Tasso_Incidenti_10k,Densita_Incidenti_Kmq
013255,Solbiate con Cagno,4642,7.6232,2021,3,5,0,6.46,0.39
014001,Albaredo per San Marco,288,18.9604,2021,0,0,0,0.0,0.0
014002,Albosaggia,3021,34.3464,2021,7,9,0,23.17,0.2
014003,Andalo Valtellino,585,6.775,2021,1,2,0,17.09,0.15
014004,Aprica,1496,20.3652,2021,1,1,0,6.68,0.05
014005,Ardenno,3213,17.1442,2021,4,9,0,12.45,0.23
014006,Bema,119,19.2215,2021,0,0,0,0.0,0.0
014007,Berbenno di Valtellina,4045,35.5949,2021,6,14,0,14.83,0.17
014008,Bianzone,1273,17.1065,2021,6,11,0,47.13,0.35
014009,Bormio,4074,41.4364,2021,10,12,0,24.55,0.24
014010,Buglio in Monte,1961,27.707,2021,4,5,0,20.4,0.14
014011,Caiolo,1056,32.9723,2021,4,4,0,37.88,0.12
014012,Campodolcino,922,48.4884,2021,1,1,0,10.85,0.02
014013,Caspoggio,1345,7.3122,2021,1,1,0,7.43,0.14
014014,Castello dell'Acqua,606,14.07,2021,2,2,0,33.0,0.14
014015,Castione Andevenno,1548,17.0329,2021,9,19,0,58.14,0.53
014016,Cedrasco,435,14.4204,2021,1,1,0,22.99,0.07
014017,Cercino,792,5.6946,2021,1,1,0,12.63,0.18
014018,Chiavenna,7144,10.7742,2021,9,13,0,12.6,0.84
014019,Chiesa in Valmalenco,2370,107.5975,2021,1,1,0,4.22,0.01
014020,Chiuro,2439,51.7567,2021,7,11,0,28.7,0.14
014021,Cino,333,5.0707,2021,0,0,0,0.0,0.0
014022,Civo,1124,25.1361,2021,3,2,1,26.69,0.12
014023,Colorina,1353,17.8352,2021,2,3,0,14.78,0.11
014024,Cosio Valtellino,5409,23.9902,2021,12,15,0,22.19,0.5
014025,Dazio,471,3.7335,2021,4,5,0,84.93,1.07
014026,Delebio,3286,22.438,2021,7,11,0,21.3,0.31
014027,Dubino,3702,13.2392,2021,7,12,0,18.91,0.53
014028,Faedo Valtellino,534,4.799,2021,0,0,0,0.0,0.0
014029,Forcola,770,15.8975,2021,6,10,0,77.92,0.38
014030,Fusine,552,37.595,2021,0,0,0,0.0,0.0
014031,Gerola Alta,159,37.4263,2021,0,0,0,0.0,0.0
014032,Gordona,1938,62.7928,2021,2,3,0,10.32,0.03
014033,Grosio,4412,126.9158,2021,2,4,0,4.53,0.02
014034,Grosotto,1635,53.1233,2021,5,6,0,30.58,0.09
014035,Madesimo,545,85.6544,2021,0,0,0,0.0,0.0
014036,Lanzada,1281,117.165,2021,1,0,1,7.81,0.01
014037,Livigno,6887,227.2927,2021,2,3,0,2.9,0.01
014038,Lovero,633,13.4606,2021,3,5,0,47.39,0.22
014039,Mantello,752,3.7844,2021,4,6,0,53.19,1.06
014040,Mazzo di Valtellina,1017,15.3245,2021,2,2,0,19.67,0.13
014041,Mello,937,11.4294,2021,0,0,0,0.0,0.0
014043,Mese,1799,4.1455,2021,1,2,0,5.56,0.24
014044,Montagna in Valtellina,2945,44.9738,2021,5,10,0,16.98,0.11
014045,Morbegno,12237,14.816,2021,28,37,0,22.88,1.89
014046,Novate Mezzola,1872,99.7437,2021,5,7,0,26.71,0.05
014047,Pedesina,36,6.2997,2021,0,0,0,0.0,0.0
014048,Piantedo,1427,6.8047,2021,4,8,0,28.03,0.59
014049,Piateda,2083,70.7998,2021,5,10,0,24.0,0.07
014050,Piuro,1894,84.2534,2021,1,1,0,5.28,0.01
014051,Poggiridenti,1829,2.8988,2021,3,5,0,16.4,1.03
014052,Ponte in Valtellina,2258,67.7265,2021,1,1,0,4.43,0.01
014053,Postalesio,644,10.5844,2021,1,1,0,15.53,0.09
014054,Prata Camportaccio,2886,27.9382,2021,7,10,0,24.26,0.25
014055,Rasura,290,6.0003,2021,1,1,0,34.48,0.17
014056,Rogolo,541,12.8248,2021,0,0,0,0.0,0.0
014057,Samolaco,2834,45.7953,2021,9,11,0,31.76,0.2
014058,San Giacomo Filippo,360,61.8501,2021,0,0,0,0.0,0.0
014059,Sernio,489,9.5233,2021,1,2,0,20.45,0.11
014060,Sondalo,3970,95.4525,2021,4,7,0,10.08,0.04
014061,Sondrio,21202,20.8748,2021,49,67,0,23.11,2.35
014062,Spriana,80,7.6849,2021,0,0,0,0.0,0.0
014063,Talamona,4638,21.0512,2021,10,27,0,21.56,0.48
014064,Tartano,196,47.2736,2021,1,1,0,51.02,0.02
014065,Teglio,4445,115.3175,2021,11,16,2,24.75,0.1
014066,Tirano,8829,32.3745,2021,15,17,0,16.99,0.46
014067,Torre di Santa Maria,756,44.2368,2021,4,5,0,52.91,0.09
014068,Tovo di Sant'Agata,648,11.1463,2021,0,0,0,0.0,0.0
014069,Traona,2828,6.3664,2021,3,8,0,10.61,0.47
014070,Tresivio,2007,15.0134,2021,1,2,0,4.98,0.07
014071,Valdidentro,4153,226.7227,2021,11,16,0,26.49,0.05
014072,Valdisotto,3607,89.5706,2021,4,4,1,11.09,0.04
014073,Valfurva,2525,214.9861,2021,5,8,0,19.8,0.02
014074,Val Masino,865,116.7085,2021,4,4,0,46.24,0.03
014075,Verceia,1061,11.3774,2021,7,11,0,65.98,0.62
014076,Vervio,209,12.4053,2021,0,0,0,0.0,0.0
014077,Villa di Chiavenna,968,32.5223,2021,1,4,0,10.33,0.03
014078,Villa di Tirano,2925,24.7393,2021,13,15,0,44.44,0.53
015002,Abbiategrasso,32476,47.7776,2021,83,103,0,25.56,1.74
015005,Albairate,4670,14.9817,2021,12,21,0,25.7,0.8
015007,Arconate,6686,8.421,2021,5,5,0,7.48,0.59
015009,Arese,19463,6.5763,2021,33,39,1,16.96,5.02
015010,Arluno,12196,12.3585,2021,20,24,0,16.4,1.62
015011,Assago,9260,8.0523,2021,36,46,0,38.88,4.47
015012,Bareggio,17253,11.3842,2021,36,45,0,20.87,3.16
015014,Basiano,3665,4.5856,2021,4,10,0,10.91,0.87
015015,Basiglio,7933,8.4922,2021,6,7,0,7.56,0.71
015016,Bellinzago Lombardo,3797,4.5903,2021,4,6,0,10.53,0.87
015019,Bernate Ticino,3018,12.1619,2021,3,5,0,9.94,0.25
015022,Besate,2045,12.7426,2021,1,1,0,4.89,0.08
015024,Binasco,7199,3.8715,2021,18,22,0,25.0,4.65
015026,Boffalora sopra Ticino,4073,7.6536,2021,10,13,0,24.55,1.31
015027,Bollate,36239,13.1096,2021,69,93,1,19.04,5.26
015032,Bresso,26172,3.3824,2021,51,60,0,19.49,15.08
015035,Bubbiano,2438,2.949,2021,1,2,0,4.1,0.34
015036,Buccinasco,27015,12.0056,2021,61,72,2,22.58,5.08
015038,Buscate,4553,7.8322,2021,6,6,0,13.18,0.77
015040,Bussero,8380,4.5863,2021,0,0,0,0.0,0.0
015041,Busto Garolfo,13991,12.9872,2021,8,7,1,5.72,0.62
015042,Calvignasco,1240,1.7272,2021,0,0,0,0.0,0.0
015044,Cambiago,7113,7.1802,2021,8,9,2,11.25,1.11
015046,Canegrate,12466,5.2538,2021,2,3,0,1.6,0.38
015050,Carpiano,4153,17.2436,2021,10,14,0,24.08,0.58
015051,Carugate,15581,5.386,2021,16,26,0,10.27,2.97
015055,Casarile,4025,7.3249,2021,9,12,0,22.36,1.23
015058,Casorezzo,5513,6.5951,2021,5,6,0,9.07,0.76
015059,Cassano d'Adda,19151,18.601,2021,43,59,0,22.45,2.31
015060,Cassina de' Pecchi,13920,7.2095,2021,4,5,0,2.87,0.55
015061,Cassinetta di Lugagnano,1853,3.3175,2021,0,0,0,0.0,0.0
015062,Castano Primo,10980,19.1729,2021,24,32,0,21.86,1.25
015070,Cernusco sul Naviglio,35012,13.2206,2021,85,104,2,24.28,6.43
015071,Cerro al Lambro,5093,9.9631,2021,18,23,0,35.34,1.81
015072,Cerro Maggiore,15021,10.1212,2021,48,62,1,31.96,4.74
015074,Cesano Boscone,23686,3.9388,2021,48,55,1,20.27,12.19
015076,Cesate,14276,5.7681,2021,7,8,0,4.9,1.21
015077,Cinisello Balsamo,74636,12.7241,2021,270,350,2,36.18,21.22
015078,Cisliano,4929,14.6764,2021,5,6,0,10.14,0.34
015081,Cologno Monzese,47208,8.4021,2021,125,148,1,26.48,14.88
015082,Colturano,2009,4.1644,2021,2,2,0,9.96,0.48
015085,Corbetta,18600,18.6867,2021,18,22,1,9.68,0.96
015086,Cormano,20317,4.4734,2021,74,101,0,36.42,16.54
015087,Cornaredo,20590,11.0674,2021,13,15,0,6.31,1.17
015093,Corsico,34601,5.3556,2021,104,128,1,30.06,19.42
015096,Cuggiono,8194,14.9253,2021,9,13,0,10.98,0.6
015097,Cusago,4315,11.4585,2021,5,9,0,11.59,0.44
015098,Cusano Milanino,18787,3.0817,2021,41,55,0,21.82,13.3
015099,Dairago,6332,5.6355,2021,10,14,0,15.79,1.77
015101,Dresano,3006,3.479,2021,2,4,0,6.65,0.57
015103,Gaggiano,9225,26.2559,2021,39,69,0,42.28,1.49
015105,Garbagnate Milanese,26771,8.9131,2021,70,92,0,26.15,7.85
015106,Gessate,8842,7.7593,2021,22,29,2,24.88,2.84
015108,Gorgonzola,20899,10.5801,2021,44,52,0,21.05,4.16
015110,Grezzago,3067,2.4595,2021,2,4,0,6.52,0.81
015112,Gudo Visconti,1614,6.1012,2021,4,7,0,24.78,0.66
015113,Inveruno,8525,12.1348,2021,20,23,1,23.46,1.65
015114,Inzago,11255,12.2054,2021,20,30,1,17.77,1.64
015115,Lacchiarella,9060,24.0401,2021,31,52,1,34.22,1.29
015116,Lainate,26137,12.8701,2021,85,115,0,32.52,6.6
015118,Legnano,59855,17.697,2021,240,300,4,40.1,13.56
015122,Liscate,4042,9.4068,2021,4,4,0,9.9,0.43
015125,Locate di Triulzi,10290,12.6103,2021,17,24,0,16.52,1.35
015130,Magenta,24107,21.992,2021,74,91,0,30.7,3.36
015131,Magnago,9268,11.23,2021,0,0,0,0.0,0.0
015134,Marcallo con Casone,6134,8.2083,2021,27,47,0,44.02,3.29
015136,Masate,3580,4.3852,2021,0,0,0,0.0,0.0
015139,Mediglia,12220,21.9547,2021,14,20,0,11.46,0.64
015140,Melegnano,18011,4.9985,2021,30,39,1,16.66,6.0
015142,Melzo,18566,9.8204,2021,22,29,0,11.85,2.24
015144,Mesero,4199,5.6397,2021,15,16,0,35.72,2.66
015146,Milano,1374582,181.6783,2021,7465,9286,34,54.31,41.09
015150,Morimondo,1032,26.0014,2021,6,11,0,58.14,0.23
015151,Motta Visconti,8053,10.5128,2021,3,3,0,3.73,0.29
015154,Nerviano,16973,13.243,2021,44,55,0,25.92,3.32
015155,Nosate,640,4.8763,2021,1,1,0,15.62,0.21
015157,Novate Milanese,20056,5.4619,2021,54,70,0,26.92,9.89
015158,Noviglio,4514,15.8582,2021,16,21,0,35.45,1.01
015159,Opera,14100,7.6385,2021,27,38,0,19.15,3.53
015164,Ossona,4276,5.9834,2021,2,5,0,4.68,0.33
015165,Ozzero,1418,10.9731,2021,8,9,0,56.42,0.73
015166,Paderno Dugnano,47380,14.1139,2021,48,62,1,10.13,3.4
015167,Pantigliate,5862,5.6921,2021,3,3,0,5.12,0.53
015168,Parabiago,27919,14.3077,2021,77,83,1,27.58,5.38
015169,Paullo,11147,8.8211,2021,25,34,0,22.43,2.83
015170,Pero,11451,4.9782,2021,47,54,1,41.04,9.44
015171,Peschiera Borromeo,23847,23.2212,2021,42,52,0,17.61,1.81
015172,Pessano con Bornago,9025,6.6624,2021,6,11,0,6.65,0.9
015173,Pieve Emanuele,15699,12.9138,2021,7,11,0,4.46,0.54
015175,Pioltello,36147,13.0937,2021,35,45,0,9.68,2.67
015176,Pogliano Milanese,8329,4.7848,2021,10,17,0,12.01,2.09
015177,Pozzo d'Adda,6345,4.1648,2021,10,9,1,15.76,2.4
015178,Pozzuolo Martesana,8547,12.1394,2021,9,14,0,10.53,0.74
015179,Pregnana Milanese,7330,5.0744,2021,5,6,1,6.82,0.99
015181,Rescaldina,14057,8.0299,2021,3,4,0,2.13,0.37
015182,Rho,50742,22.2431,2021,80,100,1,15.77,3.6
015183,Robecchetto con Induno,4775,13.928,2021,9,11,0,18.85,0.65
015184,Robecco sul Naviglio,6758,19.7849,2021,9,16,0,13.32,0.45
015185,Rodano,4613,13.0728,2021,2,4,0,4.34,0.15
015188,Rosate,5799,18.6816,2021,9,13,0,15.52,0.48
015189,Rozzano,41844,12.2433,2021,157,207,1,37.52,12.82
015191,San Colombano al Lambro,7275,16.5504,2021,8,9,1,11.0,0.48
015192,San Donato Milanese,32545,12.8731,2021,76,108,1,23.35,5.9
015194,San Giorgio su Legnano,6681,2.168,2021,2,3,0,2.99,0.92
015195,San Giuliano Milanese,39308,30.8676,2021,52,77,2,13.23,1.68
015200,Santo Stefano Ticino,4938,4.9662,2021,3,4,0,6.08,0.6
015201,San Vittore Olona,8274,3.4807,2021,8,13,0,9.67,2.3
015202,San Zenone al Lambro,4422,7.2355,2021,6,7,0,13.57,0.83
015204,Sedriano,12403,7.7527,2021,11,17,0,8.87,1.42
015205,Segrate,36482,17.4936,2021,86,111,2,23.57,4.92
015206,Senago,21307,8.5991,2021,18,21,0,8.45,2.09
015209,Sesto San Giovanni,80203,11.6992,2021,253,303,1,31.54,21.63
015210,Settala,7330,17.4236,2021,12,22,0,16.37,0.69
015211,Settimo Milanese,20133,10.7192,2021,43,49,1,21.36,4.01
015213,Solaro,13991,6.676,2021,40,54,0,28.59,5.99
015219,Trezzano Rosa,5297,3.4356,2021,10,30,0,18.88,2.91
015220,Trezzano sul Naviglio,21453,10.7662,2021,76,111,1,35.43,7.06
015221,Trezzo sull'Adda,11981,13.0534,2021,44,57,2,36.72,3.37
015222,Tribiano,3654,6.9957,2021,2,3,0,5.47,0.29
015224,Truccazzano,5853,21.9838,2021,11,11,3,18.79,0.5
015226,Turbigo,7092,8.5193,2021,3,3,0,4.23,0.35
015229,Vanzago,9318,6.0535,2021,15,16,1,16.1,2.48
015230,Vaprio d'Adda,9349,7.1545,2021,9,13,0,9.63,1.26
015236,Vernate,3304,14.6541,2021,5,7,2,15.13,0.34
015237,Vignate,9301,8.5527,2021,5,8,0,5.38,0.58
015242,Vimodrone,16816,4.7367,2021,37,46,1,22.0,7.81
015243,Vittuone,9244,6.1334,2021,8,10,1,8.65,1.3
015244,Vizzolo Predabissi,3898,5.6505,2021,6,11,0,15.39,1.06
015247,Zibido San Giacomo,6867,24.5779,2021,30,47,1,43.69,1.22
015248,Villa Cortese,6133,3.548,2021,8,9,0,13.04,2.25
015249,Vanzaghello,5243,5.563,2021,6,6,0,11.44,1.08
015250,Baranzate,11866,2.7721,2021,19,32,0,16.01,6.85
015251,Vermezzo con Zelo,5796,10.7368,2021,2,2,0,3.45,0.19
016001,Adrara San Martino,2176,12.6055,2021,3,8,0,13.79,0.24
016002,Adrara San Rocco,791,9.2249,2021,1,1,0,12.64,0.11
016003,Albano Sant'Alessandro,8287,5.3528,2021,16,20,0,19.31,2.99
016004,Albino,17486,31.8094,2021,34,40,0,19.44,1.07
016005,Almè,5487,2.0003,2021,10,12,0,18.22,5.0
016006,Almenno San Bartolomeo,6440,10.6064,2021,7,10,0,10.87,0.66
016007,Almenno San Salvatore,5586,4.7305,2021,15,19,0,26.85,3.17
016008,Alzano Lombardo,13440,13.6844,2021,20,22,0,14.88,1.46
016009,Ambivere,2380,3.2756,2021,3,4,0,12.61,0.92
016010,Antegnate,3163,9.727,2021,5,6,0,15.81,0.51
016011,Arcene,4803,4.3472,2021,3,2,1,6.25,0.69
016012,Ardesio,3367,54.4369,2021,6,10,0,17.82,0.11
016013,Arzago d'Adda,2717,9.3077,2021,3,5,0,11.04,0.32
016014,Averara,170,10.6932,2021,0,0,0,0.0,0.0
016015,Aviatico,551,8.4898,2021,0,0,0,0.0,0.0
016016,Azzano San Paolo,7567,4.2922,2021,20,26,1,26.43,4.66
016017,Azzone,377,17.2892,2021,0,0,0,0.0,0.0
016018,Bagnatica,4355,6.5491,2021,13,21,0,29.85,1.99
016019,Barbata,688,7.9806,2021,0,0,0,0.0,0.0
016020,Bariano,4228,7.0711,2021,2,4,0,4.73,0.28
016021,Barzana,2013,2.0744,2021,3,3,0,14.9,1.45
016022,Bedulita,703,4.268,2021,1,1,0,14.22,0.23
016023,Berbenno,2410,6.1447,2021,3,4,0,12.45,0.49
016024,Bergamo,119993,40.1515,2021,851,1072,3,70.92,21.19
016025,Berzo San Fermo,1390,5.8641,2021,0,0,0,0.0,0.0
016026,Bianzano,587,6.6704,2021,1,1,0,17.04,0.15
016027,Blello,75,2.2008,2021,0,0,0,0.0,0.0
016028,Bolgare,6433,8.591,2021,5,7,0,7.77,0.58
016029,Boltiere,6223,4.2082,2021,10,12,0,16.07,2.38
016030,Bonate Sopra,10217,6.151,2021,27,40,1,26.43,4.39
016031,Bonate Sotto,6613,6.4678,2021,9,11,0,13.61,1.39
016032,Borgo di Terzo,1159,1.8306,2021,1,1,0,8.63,0.55
016033,Bossico,990,7.0906,2021,0,0,0,0.0,0.0
016034,Bottanuco,5014,5.7727,2021,1,1,0,1.99,0.17
016035,Bracca,724,5.4653,2021,0,0,0,0.0,0.0
016036,Branzi,677,26.1864,2021,0,0,0,0.0,0.0
016037,Brembate,8482,5.5323,2021,5,9,0,5.89,0.9
016038,Brembate di Sopra,7862,4.139,2021,11,11,0,13.99,2.66
016040,Brignano Gera d'Adda,6053,12.1106,2021,8,8,0,13.22,0.66
016041,Brumano,114,8.1408,2021,0,0,0,0.0,0.0
016042,Brusaporto,5580,4.9947,2021,3,5,0,5.38,0.6
016043,Calcinate,6071,15.0832,2021,9,13,0,14.82,0.6
016044,Calcio,5389,15.6678,2021,8,11,0,14.85,0.51
016046,Calusco d'Adda,8210,8.3336,2021,8,8,0,9.74,0.96
016047,Calvenzano,4264,6.724,2021,3,8,0,7.04,0.45
016048,Camerata Cornello,573,12.944,2021,2,1,2,34.9,0.15
016049,Canonica d'Adda,4230,3.2052,2021,3,3,0,7.09,0.94
016050,Capizzone,1192,4.6789,2021,2,2,0,16.78,0.43
016051,Capriate San Gervasio,8160,5.7846,2021,10,15,0,12.25,1.73
016052,Caprino Bergamasco,3038,8.7838,2021,1,1,0,3.29,0.11
016053,Caravaggio,16170,33.3883,2021,18,21,0,11.13,0.54
016055,Carobbio degli Angeli,4730,6.8209,2021,2,3,0,4.23,0.29
016056,Carona,289,44.1535,2021,0,0,0,0.0,0.0
016057,Carvico,4645,4.5891,2021,1,1,0,2.15,0.22
016058,Casazza,3865,7.1131,2021,3,5,0,7.76,0.42
016059,Casirate d'Adda,4057,10.1746,2021,4,5,0,9.86,0.39
016060,Casnigo,3108,13.6219,2021,16,21,1,51.48,1.17
016061,Cassiglio,112,13.6773,2021,1,2,0,89.29,0.07
016062,Castelli Calepio,10394,10.1528,2021,14,16,0,13.47,1.38
016063,Castel Rozzone,2822,1.7066,2021,0,0,0,0.0,0.0
016064,Castione della Presolana,3361,42.5001,2021,2,3,0,5.95,0.05
016065,Castro,1258,2.5891,2021,4,4,0,31.8,1.54
016066,Cavernago,2653,7.6516,2021,10,19,0,37.69,1.31
016067,Cazzano Sant'Andrea,1646,2.0244,2021,2,3,0,12.15,0.99
016068,Cenate Sopra,2528,6.9724,2021,1,1,0,3.96,0.14
016069,Cenate Sotto,3913,4.6167,2021,1,1,0,2.56,0.22
016070,Cene,4105,8.5992,2021,1,1,0,2.44,0.12
016071,Cerete,1589,14.0705,2021,1,1,0,6.29,0.07
016072,Chignolo d'Isola,3390,5.5456,2021,2,2,0,5.9,0.36
016073,Chiuduno,6027,6.8847,2021,16,17,0,26.55,2.32
016074,Cisano Bergamasco,6229,7.816,2021,9,11,0,14.45,1.15
016075,Ciserano,5458,5.3074,2021,13,13,0,23.82,2.45
016076,Cividate al Piano,5029,9.728,2021,1,1,0,1.99,0.1
016077,Clusone,8537,26.1901,2021,5,13,0,5.86,0.19
016078,Colere,1105,18.6268,2021,2,2,0,18.1,0.11
016079,Cologno al Serio,11059,18.5187,2021,21,28,0,18.99,1.13
016080,Colzate,1618,6.7485,2021,1,1,0,6.18,0.15
016081,Comun Nuovo,4393,6.4452,2021,3,4,0,6.83,0.47
016082,Corna Imagna,930,4.5017,2021,0,0,0,0.0,0.0
016083,Cortenuova,1937,7.349,2021,2,5,0,10.33,0.27
016084,Costa di Mezzate,3348,5.2228,2021,12,20,1,35.84,2.3
016085,Costa Valle Imagna,549,4.212,2021,0,0,0,0.0,0.0
016086,Costa Volpino,8953,18.6664,2021,32,45,1,35.74,1.71
016087,Covo,4165,12.9435,2021,4,5,0,9.6,0.31
016088,Credaro,3524,3.4135,2021,3,6,0,8.51,0.88
016089,Curno,7495,4.7049,2021,46,53,1,61.37,9.78
016090,Cusio,216,9.4071,2021,0,0,0,0.0,0.0
016091,Dalmine,23336,11.8075,2021,25,32,0,10.71,2.12
016092,Dossena,883,19.5582,2021,0,0,0,0.0,0.0
016093,Endine Gaiano,3367,21.069,2021,5,8,1,14.85,0.24
016094,Entratico,1961,4.1452,2021,3,3,0,15.3,0.72
016096,Fara Gera d'Adda,7968,10.7926,2021,4,5,0,5.02,0.37
016097,Fara Olivana con Sola,1313,5.0407,2021,5,6,0,38.08,0.99
016098,Filago,3133,5.4233,2021,5,6,0,15.96,0.92
016099,Fino del Monte,1119,4.2877,2021,0,0,0,0.0,0.0
016100,Fiorano al Serio,2947,1.0601,2021,1,1,0,3.39,0.94
016101,Fontanella,4712,17.797,2021,4,4,0,8.49,0.22
016102,Fonteno,553,10.929,2021,0,0,0,0.0,0.0
016103,Foppolo,172,16.1428,2021,0,0,0,0.0,0.0
016104,Foresto Sparso,3045,7.8683,2021,4,3,1,13.14,0.51
016105,Fornovo San Giovanni,3393,7.0448,2021,8,10,0,23.58,1.14
016106,Fuipiano Valle Imagna,206,4.2797,2021,0,0,0,0.0,0.0
016107,Gandellino,972,25.1342,2021,0,0,0,0.0,0.0
016108,Gandino,5237,29.0319,2021,4,4,0,7.64,0.14
016109,Gandosso,1445,3.1267,2021,1,1,0,6.92,0.32
016110,Gaverina Terme,862,5.1962,2021,0,0,0,0.0,0.0
016111,Gazzaniga,4934,14.4134,2021,8,8,0,16.21,0.56
016113,Ghisalba,6133,10.5881,2021,15,22,0,24.46,1.42
016114,Gorlago,5143,5.6976,2021,6,9,1,11.67,1.05
016115,Gorle,6546,2.52,2021,6,6,0,9.17,2.38
016116,Gorno,1491,10.0,2021,0,0,0,0.0,0.0
016117,Grassobbio,6417,8.7413,2021,13,23,0,20.26,1.49
016118,Gromo,1153,20.0692,2021,0,0,0,0.0,0.0
016119,Grone,865,7.7773,2021,0,0,0,0.0,0.0
016120,Grumello del Monte,7396,9.9408,2021,20,28,0,27.04,2.01
016121,Isola di Fondra,166,12.8327,2021,0,0,0,0.0,0.0
016122,Isso,637,5.0586,2021,3,3,1,47.1,0.59
016123,Lallio,4146,2.156,2021,8,11,0,19.3,3.71
016124,Leffe,4300,6.6909,2021,4,5,0,9.3,0.6
016125,Lenna,560,12.7383,2021,1,1,0,17.86,0.08
016126,Levate,3717,5.5314,2021,11,14,0,29.59,1.99
016127,Locatello,837,3.7896,2021,0,0,0,0.0,0.0
016128,Lovere,5046,7.9247,2021,8,12,0,15.85,1.01
016129,Lurano,2812,4.0469,2021,1,1,0,3.56,0.25
016130,Luzzana,882,3.4846,2021,0,0,0,0.0,0.0
016131,Madone,3980,3.0689,2021,4,5,0,10.05,1.3
016132,Mapello,6841,8.6573,2021,6,9,0,8.77,0.69
016133,Martinengo,10798,22.0512,2021,12,24,0,11.11,0.54
016134,Mezzoldo,164,18.8383,2021,1,1,0,60.98,0.05
016135,Misano di Gera d'Adda,2941,6.1053,2021,1,3,0,3.4,0.16
016136,Moio de' Calvi,203,6.3564,2021,0,0,0,0.0,0.0
016137,Monasterolo del Castello,1154,8.7535,2021,0,0,0,0.0,0.0
016139,Montello,3265,1.8156,2021,12,17,0,36.75,6.61
016140,Morengo,2471,9.5662,2021,4,8,0,16.19,0.42
016141,Mornico al Serio,2909,6.9226,2021,3,8,0,10.31,0.43
016142,Mozzanica,4424,9.4646,2021,1,2,0,2.26,0.11
016143,Mozzo,7334,3.6417,2021,11,13,0,15.0,3.02
016144,Nembro,11231,15.2348,2021,33,38,0,29.38,2.17
016145,Olmo al Brembo,494,7.9033,2021,0,0,0,0.0,0.0
016146,Oltre il Colle,974,32.8919,2021,1,1,0,10.27,0.03
016147,Oltressenda Alta,147,17.3262,2021,0,0,0,0.0,0.0
016148,Oneta,572,18.6636,2021,1,1,0,17.48,0.05
016149,Onore,914,11.782,2021,3,2,1,32.82,0.25
016150,Orio al Serio,1752,3.0417,2021,6,9,0,34.25,1.97
016151,Ornica,144,15.0963,2021,0,0,0,0.0,0.0
016152,Osio Sopra,5255,5.1822,2021,13,14,0,24.74,2.51
016153,Osio Sotto,12531,7.5856,2021,42,53,1,33.52,5.54
016154,Pagazzano,2095,5.2349,2021,4,6,0,19.09,0.76
016155,Paladina,4016,2.0866,2021,3,2,2,7.47,1.44
016156,Palazzago,4496,13.96,2021,3,3,0,6.67,0.21
016157,Palosco,5732,10.7937,2021,6,7,0,10.47,0.56
016158,Parre,2684,22.2794,2021,2,4,0,7.45,0.09
016159,Parzanica,361,9.8187,2021,3,3,0,83.1,0.31
016160,Pedrengo,5905,3.5999,2021,21,27,0,35.56,5.83
016161,Peia,1727,4.4799,2021,2,2,0,11.58,0.45
016162,Pianico,1457,2.7022,2021,1,3,0,6.86,0.37
016163,Piario,1042,1.5451,2021,0,0,0,0.0,0.0
016164,Piazza Brembana,1207,6.7653,2021,1,1,0,8.29,0.15
016165,Piazzatorre,384,24.2379,2021,0,0,0,0.0,0.0
016166,Piazzolo,87,4.1521,2021,0,0,0,0.0,0.0
016167,Pognano,1590,3.2861,2021,5,8,0,31.45,1.52
016168,Ponte Nossa,1728,5.5898,2021,5,6,0,28.94,0.89
016169,Ponteranica,6750,8.4769,2021,15,23,0,22.22,1.77
016170,Ponte San Pietro,11534,4.5861,2021,24,35,1,20.81,5.23
016171,Pontida,3313,10.3776,2021,2,2,0,6.04,0.19
016172,Pontirolo Nuovo,4969,11.0976,2021,12,17,0,24.15,1.08
016173,Pradalunga,4509,8.1982,2021,4,5,0,8.87,0.49
016174,Predore,1823,10.9556,2021,5,10,0,27.43,0.46
016175,Premolo,1075,17.6248,2021,1,1,0,9.3,0.06
016176,Presezzo,4775,2.2818,2021,4,5,0,8.38,1.75
016177,Pumenengo,1682,10.1151,2021,1,1,0,5.95,0.1
016178,Ranica,5871,4.0613,2021,3,6,1,5.11,0.74
016179,Ranzanico,1212,7.2137,2021,9,14,0,74.26,1.25
016180,Riva di Solto,899,8.5213,2021,3,6,0,33.37,0.35
016182,Rogno,3849,15.8105,2021,4,8,0,10.39,0.25
016183,Romano di Lombardia,20482,19.3831,2021,21,30,1,10.25,1.08
016184,Roncobello,413,25.3866,2021,0,0,0,0.0,0.0
016185,Roncola,814,5.0675,2021,2,2,0,24.57,0.39
016186,Rota d'Imagna,902,6.0302,2021,0,0,0,0.0,0.0
016187,Rovetta,4077,24.5339,2021,5,6,0,12.26,0.2
016188,San Giovanni Bianco,4632,31.026,2021,3,3,1,6.48,0.1
016189,San Paolo d'Argon,5951,5.2465,2021,5,7,0,8.4,0.95
016190,San Pellegrino Terme,4719,22.9533,2021,3,4,0,6.36,0.13
016191,Santa Brigida,523,13.8036,2021,0,0,0,0.0,0.0
016193,Sarnico,6722,6.6621,2021,3,3,0,4.46,0.45
016194,Scanzorosciate,9801,10.6892,2021,1,1,0,1.02,0.09
016195,Schilpario,1152,63.9693,2021,3,7,0,26.04,0.05
016196,Sedrina,2461,5.8461,2021,0,0,0,0.0,0.0
